,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
217,Jaylen Brown,20,BOS,SF,78,20,1341,0.454,11.7,0.681,0.404,0.13,0.076,0.073,0.319,0.507,0.614,0.382,0.344,0.29,0.341,0.623,0.957,0.078,30,0.356,0.438,2,0,ROY-8
218,Spencer Dinwiddie,23,BRK,PG,59,18,1334,0.444,13.6,0.666,0.295,0.156,0.132,0.089,0.334,0.478,0.584,0.362,0.325,0.556,0.376,0.229,0.579,0.023,7,0.188,0.474,1,0,
219,Kris Dunn,22,MIN,PG,78,7,1333,0.377,13.8,0.767,0.24,0.15,0.083,0.294,0.233,0.404,0.507,0.426,0.269,0.348,0.288,0.289,0.667,0.029,7,0.247,0.278,0,0,
220,Dwight Powell,25,DAL,C,77,3,1333,0.515,10.4,0.804,0.446,0.103,0.053,0.199,0.196,0.571,0.762,0.385,0.4,0.293,0.284,0.838,1,0.146,54,0.216,0.125,1,0,
221,Dewayne Dedmon,27,SAS,C,76,37,1330,0.622,3.2,1,0.722,0.178,0.058,0.042,0,0.622,0.706,0.391,0.4,0.455,,0.702,,0.297,65,,,0,0,
222,Willy Hernangómez,22,NYK,C,72,22,1324,0.529,5,0.968,0.606,0.219,0.077,0.06,0.032,0.538,0.621,0.431,0.417,0.286,0.267,0.607,1,0.097,39,0.4,0.167,0,0,ROY-5
223,Tyson Chandler,34,PHO,C,47,46,1298,0.671,1.4,1,0.895,0.096,0.004,0.004,0,0.671,0.711,0.364,0,0,,0.621,,0.368,74,,,0,0,
224,Kenneth Faried,27,DEN,PF,61,34,1296,0.548,3.9,0.986,0.639,0.281,0.038,0.026,0.014,0.556,0.654,0.393,0.438,0.091,0,0.627,,0.142,57,0,,2,0,
225,Manu Ginóbili,39,SAS,SG,69,0,1291,0.39,16.5,0.483,0.214,0.123,0.091,0.057,0.517,0.387,0.521,0.296,0.35,0.12,0.392,0.451,0.787,0.005,2,0.159,0.306,4,0,
226,Marreese Speights,29,LAC,C,82,2,1286,0.445,16.1,0.495,0.245,0.126,0.055,0.068,0.505,0.52,0.634,0.42,0.333,0.459,0.372,0.667,0.981,0.036,15,0.112,0.452,3,0,
227,Randy Foye,33,BRK,SG,69,40,1284,0.363,18.6,0.375,0.182,0.105,0.012,0.077,0.625,0.418,0.542,0.324,0.25,0.28,0.33,0.255,0.761,0.003,1,0.163,0.424,5,0,
228,Boris Diaw,34,UTA,PF,73,33,1283,0.446,11.6,0.752,0.373,0.156,0.076,0.147,0.248,0.512,0.664,0.431,0.44,0.25,0.247,0.373,0.95,0.003,1,0.259,0.429,0,0,
229,Corey Brewer,30,2TM,SF,82,11,1281,0.422,10.7,0.661,0.408,0.193,0.04,0.02,0.339,0.522,0.613,0.328,0.571,0.429,0.229,0.6,0.963,0.08,26,0.619,0.26,4,0,
229,Corey Brewer,30,HOU,SF,58,8,923,0.414,12.6,0.586,0.383,0.167,0.022,0.013,0.414,0.541,0.598,0.395,0.4,1,0.234,0.694,1,0.07,14,0.638,0.267,3,0,
229,Corey Brewer,30,LAL,SF,24,3,358,0.438,8.9,0.802,0.455,0.24,0.074,0.033,0.198,0.495,0.636,0.241,0.667,0,0.208,0.458,0.8,0.099,12,0.542,0.231,1,0,
230,Terrence Jones,25,2TM,PF,54,12,1270,0.47,8.5,0.848,0.396,0.307,0.055,0.085,0.152,0.508,0.677,0.364,0.37,0.357,0.253,0.642,1,0.085,41,0.093,0,0,0,
230,Terrence Jones,25,NOP,PF,51,12,1264,0.472,8.6,0.847,0.399,0.305,0.055,0.084,0.153,0.512,0.677,0.369,0.37,0.366,0.253,0.642,1,0.086,41,0.093,0,0,0,
230,Terrence Jones,25,MIL,PF,3,0,6,0,8.4,1,0,0.667,0,0.333,0,0,,0,,0,,,,0,0,,,0,0,
231,Zaza Pachulia,32,GSW,C,70,70,1268,0.534,4.8,0.993,0.664,0.15,0.085,0.094,0.007,0.538,0.618,0.391,0.308,0.414,0,0.805,,0.033,10,0,,1,0,
232,Noah Vonleh,21,POR,PF,74,41,1265,0.481,7.1,0.926,0.515,0.211,0.033,0.167,0.074,0.492,0.561,0.386,0.222,0.467,0.35,0.585,0.857,0.181,43,0.25,0,0,0,
233,Terry Rozier,22,BOS,PG,74,0,1263,0.367,15.6,0.564,0.275,0.09,0.092,0.107,0.436,0.405,0.469,0.243,0.368,0.409,0.318,0.33,0.807,0.007,3,0.212,0.289,2,0,
234,Malcolm Delaney,27,ATL,PG,73,2,1248,0.374,17.6,0.716,0.121,0.067,0.07,0.459,0.284,0.428,0.426,0.269,0.296,0.472,0.236,0.235,0.885,0.005,2,0.309,0.147,2,0,
235,Mike Muscala,25,ATL,C,70,3,1237,0.504,14,0.674,0.291,0.077,0.131,0.175,0.326,0.546,0.684,0.423,0.477,0.424,0.418,0.847,1,0.045,13,0.309,0.441,1,0,
236,Caris LeVert,22,BRK,SF,57,26,1237,0.45,15.2,0.516,0.284,0.097,0.071,0.066,0.484,0.571,0.676,0.351,0.556,0.44,0.321,0.348,0.746,0.05,19,0.223,0.39,1,0,
237,Jonas Jerebko,29,BOS,PF,78,6,1232,0.435,15.4,0.504,0.248,0.164,0.031,0.061,0.496,0.523,0.646,0.349,0.25,0.625,0.346,0.58,1,0.023,3,0.408,0.358,2,0,
238,Kyle O'Quinn,26,NYK,C,79,8,1229,0.521,9,0.959,0.47,0.119,0.114,0.257,0.041,0.538,0.66,0.469,0.404,0.406,0.118,0.662,1,0.092,36,0.118,0.5,2,0,
239,Dante Exum,21,UTA,PG,66,26,1228,0.427,12.4,0.59,0.435,0.094,0.033,0.03,0.41,0.519,0.551,0.471,0.417,0.273,0.295,0.315,0.977,0.069,20,0.503,0.253,2,0,
240,Justin Anderson,23,2TM,SF,75,10,1228,0.424,14.1,0.558,0.319,0.128,0.057,0.05,0.442,0.522,0.707,0.339,0.28,0.136,0.299,0.539,0.948,0.096,37,0.227,0.341,2,0,
240,Justin Anderson,23,DAL,SF,51,2,710,0.401,14.1,0.56,0.296,0.152,0.058,0.051,0.44,0.477,0.671,0.333,0.25,0.071,0.303,0.459,0.973,0.072,17,0.27,0.364,1,0,
240,Justin Anderson,23,PHI,SF,24,8,518,0.463,14.1,0.556,0.358,0.086,0.056,0.049,0.444,0.6,0.759,0.357,0.333,0.25,0.292,0.648,0.905,0.136,20,0.153,0.273,1,0,
241,Meyers Leonard,24,POR,PF,74,12,1222,0.386,18.9,0.437,0.09,0.103,0.085,0.159,0.563,0.436,0.706,0.385,0.313,0.383,0.347,0.764,0.986,0.04,12,0.117,0.48,1,0,
242,Shelvin Mack,26,UTA,PG,55,9,1205,0.446,13.3,0.685,0.239,0.184,0.165,0.1,0.315,0.51,0.637,0.443,0.444,0.421,0.308,0.316,0.649,0,0,0.242,0.241,0,0,
243,Nenê,34,HOU,C,67,8,1198,0.617,5.5,0.977,0.637,0.126,0.083,0.131,0.023,0.624,0.723,0.5,0.364,0.423,0.333,0.839,1,0.242,86,0,,0,0,
244,Yogi Ferrell,23,2TM,PG,46,29,1197,0.406,17.5,0.553,0.19,0.094,0.089,0.178,0.447,0.422,0.533,0.378,0.4,0.343,0.386,0.207,0.559,0,0,0.131,0.348,1,0,ROY-8
244,Yogi Ferrell,23,BRK,PG,10,0,151,0.367,18.6,0.449,0.163,0.041,0.061,0.184,0.551,0.455,0.625,0.5,0.333,0.333,0.296,0.2,0.5,0,0,0.111,0.333,0,0,
244,Yogi Ferrell,23,DAL,PG,36,29,1046,0.412,16.4,0.568,0.194,0.101,0.093,0.177,0.432,0.418,0.522,0.371,0.406,0.344,0.403,0.207,0.567,0,0,0.134,0.35,1,0,
245,Richaun Holmes,23,PHI,C,57,17,1193,0.558,8.6,0.813,0.483,0.184,0.07,0.075,0.187,0.606,0.734,0.421,0.379,0.452,0.351,0.798,1,0.245,92,0.195,0.467,1,0,
246,Timothé Luwawu-Cabarrot,21,PHI,SF,69,19,1190,0.402,13,0.554,0.393,0.108,0.028,0.022,0.446,0.475,0.606,0.179,0.1,0.125,0.311,0.653,0.98,0.019,4,0.317,0.392,0,0,
247,Nemanja Bjelica,28,MIN,PF,65,1,1190,0.424,14.8,0.503,0.264,0.177,0.034,0.028,0.497,0.531,0.638,0.444,0.25,0.4,0.316,0.526,0.964,0.02,7,0.209,0.378,0,0,
248,J.R. Smith,31,CLE,SG,41,35,1187,0.346,22.1,0.239,0.067,0.034,0.039,0.101,0.761,0.329,0.625,0,0.357,0.222,0.351,0.321,0.958,0.025,8,0.284,0.455,1,0,
249,Derrick Favors,25,UTA,PF,50,39,1186,0.487,8.4,0.976,0.391,0.201,0.177,0.206,0.024,0.491,0.607,0.476,0.432,0.337,0.3,0.795,1,0.144,52,0.3,0.333,0,0,
250,Troy Daniels,25,MEM,SG,67,3,1183,0.374,22.7,0.283,0.044,0.026,0.048,0.166,0.717,0.336,0.318,0.385,0.25,0.354,0.389,0.681,0.833,0,0,0.135,0.542,2,0,
251,Justin Hamilton,26,BRK,C,64,7,1177,0.459,14.5,0.525,0.264,0.164,0.063,0.032,0.475,0.598,0.74,0.484,0.417,0.417,0.306,0.739,0.982,0.04,14,0.389,0.3,0,0,
252,Ben McLemore,23,SAC,SG,61,27,1176,0.43,15.9,0.594,0.21,0.115,0.06,0.212,0.406,0.462,0.648,0.313,0.24,0.416,0.382,0.696,0.908,0.048,18,0.306,0.442,1,0,
253,Aron Baynes,30,DET,C,75,2,1163,0.513,5.6,1,0.513,0.251,0.136,0.1,0,0.513,0.566,0.429,0.526,0.429,,0.734,,0.115,31,,,0,0,
254,Trey Lyles,21,UTA,PF,71,4,1158,0.362,15.6,0.535,0.182,0.18,0.08,0.093,0.465,0.4,0.538,0.329,0.286,0.366,0.319,0.404,0.954,0.021,9,0.299,0.361,1,0,
255,Jeremy Lamb,24,CHO,SG,62,5,1143,0.46,13.8,0.703,0.23,0.161,0.165,0.147,0.297,0.536,0.699,0.481,0.481,0.403,0.281,0.357,0.756,0.033,14,0.205,0.133,2,0,
256,Brandon Knight,25,PHO,SG,54,5,1140,0.398,13.7,0.735,0.246,0.158,0.118,0.211,0.265,0.425,0.558,0.325,0.387,0.369,0.324,0.171,0.511,0.011,6,0.245,0.324,1,0,
257,Joe Harris,25,BRK,SG,52,11,1138,0.425,17.3,0.39,0.249,0.066,0.017,0.058,0.61,0.489,0.556,0.417,0.5,0.286,0.385,0.71,0.929,0.008,3,0.244,0.463,0,0,
258,Ian Clark,25,GSW,SG,77,0,1137,0.487,15,0.624,0.236,0.127,0.139,0.122,0.376,0.556,0.676,0.436,0.467,0.547,0.374,0.667,0.967,0,0,0.294,0.333,3,0,
259,Jahlil Okafor,21,PHI,C,50,33,1134,0.514,5.9,1,0.408,0.374,0.161,0.055,0,0.514,0.698,0.409,0.382,0.269,,0.426,,0.047,22,,,0,0,
260,Mirza Teletović,31,MIL,PF,70,2,1133,0.373,21,0.27,0.115,0.055,0.045,0.055,0.73,0.46,0.542,0.435,0.316,0.435,0.341,0.75,0.971,0.012,4,0.2,0.344,2,0,
261,Tyler Ulis,21,PHO,PG,61,15,1123,0.421,15.4,0.819,0.101,0.151,0.275,0.295,0.181,0.455,0.409,0.485,0.5,0.411,0.266,0.117,0.476,0,0,0.076,0,5,0,
262,John Henson,26,MIL,C,58,39,1123,0.515,4.9,0.997,0.511,0.356,0.052,0.081,0.003,0.516,0.633,0.445,0.25,0.24,0,0.723,,0.146,40,0,,0,0,
263,Timofey Mozgov,30,LAL,C,54,52,1104,0.515,6.9,0.997,0.439,0.259,0.125,0.174,0.003,0.517,0.66,0.353,0.439,0.456,0,0.746,,0.186,52,0,,0,0,
264,Tarik Black,25,LAL,C,67,16,1091,0.51,3.3,0.993,0.667,0.262,0.037,0.024,0.007,0.51,0.622,0.286,0.364,0.143,0.5,0.685,0,0.19,47,0,,1,0,
265,Lucas Nogueira,24,TOR,C,57,6,1088,0.66,4.2,0.923,0.776,0.103,0.013,0.032,0.077,0.694,0.76,0.375,0,0.4,0.25,0.78,1,0.41,59,0.167,0.5,2,0,
266,Devin Harris,33,DAL,PG,65,0,1087,0.399,16.2,0.481,0.27,0.109,0.012,0.091,0.519,0.476,0.565,0.297,0.5,0.419,0.328,0.474,0.828,0,0,0.209,0.351,5,0,
267,Patrick McCaw,21,GSW,SG,71,20,1074,0.433,15.4,0.498,0.29,0.078,0.057,0.073,0.502,0.533,0.69,0.421,0.286,0.222,0.333,0.723,0.927,0.045,10,0.35,0.326,0,0,
268,Jason Smith,30,WAS,C,74,3,1068,0.529,15.8,0.763,0.173,0.076,0.097,0.416,0.237,0.546,0.667,0.4,0.531,0.526,0.474,0.854,1,0.043,11,0.449,0.457,0,0,
269,Luke Babbitt,27,MIA,SF,68,55,1065,0.402,21.7,0.253,0.043,0.032,0.1,0.078,0.747,0.366,0.167,0.222,0.429,0.455,0.414,0.615,0.966,0,0,0.305,0.422,0,0,
270,Montrezl Harrell,23,HOU,C,58,14,1064,0.652,3.8,0.98,0.687,0.197,0.032,0.064,0.02,0.663,0.751,0.515,0.091,0.455,0.143,0.79,0,0.319,98,0.571,0.25,0,0,
271,Álex Abrines,23,OKC,SG,68,6,1055,0.393,20.6,0.276,0.12,0.047,0.044,0.065,0.724,0.426,0.488,0.438,0.333,0.364,0.381,0.6,0.968,0.015,5,0.231,0.404,2,0,
272,Nerlens Noel,22,2TM,C,51,19,1047,0.595,4.9,0.997,0.625,0.162,0.094,0.12,0.003,0.597,0.71,0.52,0.241,0.378,0,0.745,,0.307,85,0,,0,0,
272,Nerlens Noel,22,PHI,C,29,7,564,0.611,4.8,0.994,0.634,0.166,0.08,0.12,0.006,0.615,0.721,0.483,0.214,0.476,0,0.729,,0.32,52,0,,0,0,
272,Nerlens Noel,22,DAL,C,22,12,483,0.575,5,1,0.612,0.157,0.112,0.119,0,0.575,0.695,0.571,0.267,0.25,,0.766,,0.291,33,,,0,0,
273,Cristiano Felício,24,CHI,C,66,0,1040,0.579,4.2,1,0.729,0.118,0.032,0.127,0,0.579,0.658,0.423,0.429,0.286,,0.648,,0.222,46,,,0,0,
274,Willie Reed,26,MIA,C,71,5,1031,0.568,4.4,0.986,0.614,0.246,0.084,0.039,0.014,0.573,0.703,0.386,0.333,0.273,0.25,0.634,1,0.242,63,0,,0,0,
275,Brandon Rush,31,MIN,SG,47,33,1030,0.374,18.2,0.39,0.176,0.048,0.043,0.128,0.61,0.356,0.424,0.222,0.25,0.333,0.386,0.808,0.977,0.037,7,0.658,0.427,0,0,
276,Jerian Grant,24,CHI,PG,63,28,1028,0.425,16.7,0.555,0.179,0.096,0.113,0.166,0.445,0.473,0.63,0.345,0.441,0.4,0.366,0.278,0.796,0.01,3,0.246,0.455,1,0,
277,Kyle Anderson,23,SAS,SF,72,14,1020,0.445,11.2,0.809,0.344,0.196,0.105,0.163,0.191,0.462,0.611,0.439,0.273,0.294,0.375,0.577,1,0.019,4,0.725,0.414,1,0,
278,Mindaugas Kuzminskas,27,NYK,SF,68,5,1016,0.428,13.2,0.545,0.371,0.138,0.014,0.019,0.455,0.517,0.599,0.373,0.2,0.286,0.321,0.625,0.907,0.079,28,0.22,0.405,0,0,
279,Joakim Noah,31,NYK,C,46,46,1015,0.49,2,0.995,0.881,0.089,0,0.015,0.005,0.493,0.534,0.222,,0,0,0.495,,0.084,16,0,,0,0,
280,Rudy Gay,30,SAC,SF,30,30,1013,0.455,13.1,0.744,0.233,0.21,0.14,0.161,0.256,0.483,0.689,0.43,0.387,0.338,0.372,0.396,0.881,0.097,41,0.186,0.381,3,0,
281,C.J. Watson,32,ORL,PG,62,9,1012,0.387,17.1,0.577,0.185,0.056,0.089,0.246,0.423,0.448,0.522,0.429,0.409,0.41,0.305,0.484,0.656,0,0,0.267,0.179,1,0,
282,Bobby Portis,21,CHI,PF,64,13,1000,0.488,13.1,0.744,0.267,0.16,0.115,0.203,0.256,0.541,0.69,0.55,0.302,0.474,0.333,0.642,1,0.043,16,0.458,0.364,1,0,
283,Taurean Prince,22,ATL,SF,59,10,981,0.4,12.4,0.642,0.361,0.133,0.095,0.056,0.358,0.443,0.534,0.342,0.259,0.375,0.324,0.63,0.879,0.032,7,0.431,0.341,1,0,
284,Joffrey Lauvergne,25,2TM,C,70,1,980,0.44,10.4,0.708,0.387,0.205,0.036,0.077,0.292,0.483,0.6,0.348,0.583,0.231,0.337,0.696,1,0.086,27,0.286,0.429,1,0,
284,Joffrey Lauvergne,25,OKC,PF,50,0,739,0.455,11.4,0.68,0.365,0.205,0.033,0.078,0.32,0.506,0.607,0.38,0.625,0.316,0.346,0.69,1,0.09,22,0.282,0.455,1,0,
284,Joffrey Lauvergne,25,CHI,C,20,1,241,0.402,9.4,0.783,0.446,0.207,0.043,0.076,0.217,0.431,0.585,0.263,0.5,0,0.3,0.71,1,0.076,5,0.3,0.333,0,0,
285,Denzel Valentine,23,CHI,SG,57,0,976,0.354,20.7,0.278,0.076,0.09,0.042,0.069,0.722,0.363,0.545,0.231,0.417,0.3,0.351,0.517,0.904,0,0,0.303,0.444,1,0,
286,Semaj Christon,24,OKC,PG,64,1,973,0.345,14.1,0.717,0.283,0.148,0.148,0.143,0.283,0.406,0.492,0.364,0.364,0.313,0.19,0.308,0.833,0.009,1,0.254,0.188,8,1,
287,Lance Thomas,28,NYK,PF,46,15,968,0.398,15.1,0.652,0.217,0.152,0.061,0.221,0.348,0.371,0.415,0.351,0.333,0.352,0.447,0.441,0.974,0.008,2,0.471,0.45,0,0,
288,Leandro Barbosa,34,PHO,SG,67,0,963,0.439,13.1,0.75,0.321,0.12,0.082,0.23,0.25,0.466,0.595,0.319,0.375,0.389,0.357,0.321,0.829,0,0,0.367,0.361,0,0,
289,Mario Hezonja,21,ORL,SF,65,2,960,0.355,17.5,0.564,0.182,0.097,0.042,0.242,0.436,0.398,0.517,0.375,0.357,0.325,0.299,0.5,0.837,0.036,9,0.222,0.25,4,0,
290,Michael Beasley,28,MIL,PF,56,6,935,0.532,10.2,0.894,0.303,0.246,0.167,0.175,0.106,0.545,0.699,0.49,0.456,0.451,0.419,0.545,1,0.034,13,0.488,0.333,0,0,
291,Al Jefferson,32,IND,C,66,1,931,0.499,7.6,0.998,0.289,0.382,0.214,0.108,0.002,0.5,0.662,0.522,0.327,0.353,0,0.536,,0.021,10,0,,0,0,
292,Salah Mejri,30,DAL,C,73,11,905,0.642,3.9,0.978,0.737,0.117,0.036,0.088,0.022,0.649,0.733,0.5,0.8,0.083,0.333,0.701,1,0.299,39,0,,0,0,
293,Aaron Brooks,32,IND,PG,65,0,894,0.403,16.7,0.573,0.19,0.153,0.113,0.117,0.427,0.424,0.421,0.413,0.529,0.343,0.375,0.096,0.583,0,0,0.117,0.4,6,0,
294,Khris Middleton,25,MIL,SF,29,23,889,0.45,15.1,0.688,0.126,0.201,0.186,0.174,0.312,0.459,0.643,0.403,0.419,0.431,0.433,0.495,0.889,0.003,1,0.279,0.414,0,0,
295,Jeremy Lin,28,BRK,PG,36,33,883,0.438,15,0.61,0.235,0.153,0.098,0.125,0.39,0.48,0.553,0.377,0.538,0.42,0.372,0.239,0.621,0,0,0.09,0.286,2,0,
296,Lavoy Allen,27,IND,PF,61,5,871,0.458,8.9,0.994,0.357,0.256,0.06,0.321,0.006,0.461,0.583,0.465,0.2,0.37,0,0.74,,0.03,4,0,,0,0,
297,Pascal Siakam,22,TOR,PF,55,38,859,0.502,7,0.966,0.463,0.249,0.112,0.141,0.034,0.515,0.6,0.49,0.304,0.448,0.143,0.667,1,0.093,17,0.571,0,0,0,
298,Ron Baker,23,NYK,SG,52,13,857,0.378,14.3,0.604,0.346,0.106,0.041,0.12,0.396,0.45,0.547,0.13,0.333,0.462,0.267,0.373,0.87,0.005,1,0.337,0.241,3,0,
299,David West,36,GSW,C,68,0,854,0.536,11.1,0.968,0.274,0.21,0.103,0.381,0.032,0.541,0.667,0.509,0.385,0.51,0.375,0.795,1,0.044,11,0.25,0.5,1,0,
300,Michael Carter-Williams,25,CHI,PG,45,19,846,0.366,11.1,0.791,0.265,0.294,0.144,0.088,0.209,0.401,0.519,0.378,0.295,0.296,0.234,0.423,0.933,0.02,6,0.406,0.308,0,0,
301,Paul Zipser,22,CHI,SF,44,18,843,0.398,16.5,0.552,0.222,0.095,0.05,0.186,0.448,0.451,0.612,0.333,0.364,0.341,0.333,0.818,1,0.018,4,0.414,0.39,2,0,
302,Juancho Hernangómez,21,DEN,PF,62,9,842,0.451,14.1,0.496,0.353,0.098,0.018,0.031,0.504,0.495,0.595,0.318,0,0.143,0.407,0.618,1,0.08,15,0.257,0.517,0,0,
303,Mike Dunleavy,36,2TM,SF,53,2,841,0.423,18.3,0.391,0.209,0.032,0.027,0.123,0.609,0.465,0.652,0,0.333,0.296,0.396,0.775,0.962,0.005,1,0.306,0.488,0,0,
303,Mike Dunleavy,36,CLE,SF,23,2,366,0.4,18,0.367,0.211,0.067,0.022,0.067,0.633,0.485,0.737,0,0.5,0.167,0.351,0.75,0.9,0.011,1,0.368,0.429,0,0,
303,Mike Dunleavy,36,ATL,SF,30,0,475,0.438,18.6,0.408,0.208,0.008,0.031,0.162,0.592,0.453,0.593,0,0.25,0.333,0.429,0.792,1,0,0,0.26,0.55,0,0,
304,Ramon Sessions,30,CHO,PG,50,1,811,0.38,11.2,0.764,0.312,0.24,0.122,0.091,0.236,0.393,0.512,0.333,0.281,0.292,0.339,0.392,0.857,0.015,4,0.21,0.462,0,0,
305,Wesley Johnson,29,LAC,SF,68,3,810,0.365,19.5,0.41,0.15,0.035,0.04,0.185,0.59,0.537,0.633,0.714,0.5,0.432,0.246,0.773,1,0.05,9,0.364,0.302,1,0,
306,Dāvis Bertāns,24,SAS,PF,67,6,808,0.44,20.4,0.261,0.15,0.03,0.026,0.056,0.739,0.557,0.714,0.286,0.167,0.462,0.399,0.765,0.957,0.073,16,0.202,0.486,1,0,
307,Derrick Williams,25,2TM,PF,50,11,804,0.443,13.7,0.602,0.369,0.053,0.057,0.119,0.398,0.531,0.589,0.308,0.5,0.483,0.309,0.705,0.967,0.078,18,0.423,0.317,1,0,
307,Derrick Williams,25,MIA,PF,25,11,377,0.394,13.2,0.672,0.365,0.058,0.073,0.168,0.328,0.489,0.52,0.25,0.7,0.435,0.2,0.667,0.889,0.036,4,0.378,0.235,1,0,
307,Derrick Williams,25,CLE,PF,25,0,427,0.505,14.1,0.514,0.374,0.047,0.037,0.056,0.486,0.6,0.675,0.4,0,0.667,0.404,0.758,1,0.131,14,0.462,0.375,0,0,
308,Spencer Hawes,28,2TM,PF,54,1,797,0.484,13,0.708,0.336,0.17,0.119,0.083,0.292,0.556,0.688,0.511,0.424,0.304,0.309,0.817,1,0.054,11,0.136,0.455,0,0,
308,Spencer Hawes,28,CHO,PF,35,1,626,0.477,11.2,0.748,0.362,0.17,0.119,0.096,0.252,0.54,0.646,0.541,0.462,0.238,0.291,0.818,1,0.06,9,0.127,0.429,0,0,
308,Spencer Hawes,28,MIL,PF,19,0,171,0.508,14.9,0.559,0.237,0.169,0.119,0.034,0.441,0.636,0.929,0.4,0.286,1,0.346,0.81,1,0.034,2,0.154,0.5,0,0,
309,Ed Davis,27,POR,PF,46,12,789,0.528,2.5,1,0.718,0.275,0.007,0,0,0.528,0.578,0.385,1,,,0.667,,0.176,19,,,0,0,
310,Tyreke Evans,27,2TM,SF,40,6,788,0.405,12.4,0.681,0.395,0.154,0.024,0.108,0.319,0.429,0.514,0.316,0.333,0.3,0.356,0.204,0.548,0.005,2,0.051,0.333,1,0,
310,Tyreke Evans,27,NOP,SF,26,0,474,0.401,12,0.692,0.445,0.123,0.013,0.11,0.308,0.446,0.535,0.214,0.333,0.36,0.3,0.186,0.476,0.004,1,0.029,0,0,0,
310,Tyreke Evans,27,SAC,SF,14,6,314,0.413,12.9,0.664,0.315,0.203,0.042,0.105,0.336,0.4,0.467,0.414,0.333,0.2,0.438,0.237,0.619,0.007,1,0.083,0.5,1,0,
311,Joel Embiid,22,PHI,C,31,31,786,0.466,11.2,0.772,0.324,0.191,0.17,0.086,0.228,0.495,0.64,0.366,0.37,0.486,0.367,0.53,0.972,0.065,25,0.02,0,0,0,ROY-3
312,DeAndre Liggins,28,2TM,SG,62,19,777,0.387,9.3,0.676,0.451,0.092,0.028,0.106,0.324,0.396,0.531,0.077,0,0.2,0.37,0.447,0.941,0.007,0,0.587,0.444,1,0,
312,DeAndre Liggins,28,CLE,SG,61,19,752,0.382,11.8,0.669,0.441,0.088,0.029,0.11,0.331,0.385,0.517,0.083,0,0.2,0.378,0.457,0.941,0.007,0,0.6,0.444,1,0,
312,DeAndre Liggins,28,DAL,SG,1,0,25,0.5,6.7,0.833,0.667,0.167,0,0,0.167,0.6,0.75,0,,,0,0.333,,0,0,0,,0,0,
313,Tyus Jones,20,MIN,PG,60,0,774,0.414,14.9,0.597,0.227,0.171,0.088,0.11,0.403,0.454,0.537,0.452,0.5,0.25,0.356,0.347,0.885,0,0,0.315,0.348,1,0,
314,J.J. Barea,32,DAL,PG,35,6,771,0.414,16.3,0.569,0.146,0.169,0.125,0.128,0.431,0.456,0.54,0.414,0.442,0.432,0.358,0.18,0.396,0,0,0.068,0.3,0,0,
315,Hollis Thompson,25,2TM,SG,40,9,752,0.385,15.9,0.525,0.235,0.12,0.075,0.095,0.475,0.429,0.553,0.375,0.4,0.211,0.337,0.733,0.969,0.01,2,0.389,0.351,0,0,
315,Hollis Thompson,25,PHI,SG,31,1,561,0.415,15.4,0.553,0.245,0.113,0.088,0.107,0.447,0.455,0.615,0.333,0.429,0.235,0.366,0.75,1,0.013,2,0.338,0.417,0,0,
315,Hollis Thompson,25,NOP,SG,9,8,191,0.268,16.4,0.415,0.195,0.146,0.024,0.049,0.585,0.294,0.25,0.5,0,0,0.25,0.6,0.833,0,0,0.542,0.231,0,0,
316,JaVale McGee,29,GSW,C,77,10,739,0.652,2.5,0.991,0.777,0.188,0.019,0.003,0.009,0.658,0.73,0.4,0.5,0,0,0.769,,0.417,121,0,,1,0,
317,Jodie Meeks,29,ORL,SG,36,10,738,0.402,18.2,0.465,0.148,0.074,0.105,0.137,0.535,0.395,0.526,0.421,0.259,0.343,0.409,0.766,0.929,0.008,2,0.139,0.474,1,0,
318,Tomáš Satoranský,25,WAS,SG,57,3,719,0.415,11.5,0.748,0.32,0.218,0.122,0.082,0.252,0.473,0.468,0.5,0.444,0.5,0.243,0.404,1,0.041,3,0.297,0.364,1,0,
319,Anthony Morrow,31,2TM,SG,49,7,714,0.389,17.6,0.472,0.063,0.155,0.151,0.099,0.528,0.479,0.563,0.538,0.395,0.48,0.308,0.596,0.976,0,0,0.338,0.267,0,0,
319,Anthony Morrow,31,OKC,SG,40,7,627,0.386,18.1,0.466,0.063,0.152,0.143,0.103,0.534,0.49,0.571,0.588,0.344,0.522,0.294,0.608,0.971,0,0,0.303,0.222,0,0,
319,Anthony Morrow,31,CHI,SG,9,0,87,0.414,17.1,0.517,0.069,0.172,0.207,0.069,0.483,0.4,0.5,0.2,0.667,0,0.429,0.5,1,0,0,0.643,0.444,0,0,
320,Alan Williams,24,PHO,C,47,0,708,0.517,4.7,0.996,0.498,0.408,0.086,0.004,0.004,0.519,0.609,0.431,0.435,0,0,0.725,,0.011,3,0,,1,0,
321,Trey Burke,24,WAS,PG,57,0,703,0.455,16.1,0.725,0.137,0.086,0.184,0.314,0.275,0.459,0.514,0.455,0.489,0.425,0.443,0.212,0.806,0,0,0.171,0.667,0,0,
322,Rodney Stuckey,30,IND,PG,39,0,696,0.373,14.4,0.754,0.213,0.131,0.168,0.242,0.246,0.391,0.5,0.313,0.463,0.288,0.317,0.181,0.789,0,0,0.333,0.35,2,0,
